@RELATION overall_satisfaction

@ATTRIBUTE room_type {PrivateRoom,EntireHome,SharedRoom}
@ATTRIBUTE neighborhood {LesCorts,SantsMontjuic,CiutatVella,SantMarti,Gracia,Horta,Sarria,Eixample,SantAndreu,NouBarris}
@ATTRIBUTE reviews NUMERIC
@ATTRIBUTE overall_satisfaction NUMERIC
@ATTRIBUTE accommodates NUMERIC
@ATTRIBUTE bedrooms NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC

@DATA
PrivateRoom,Eixample,5,10.0,1,1.0,75.0,41.394,2.172
EntireHome,SantsMontjuic,42,10.0,6,2.0,132.0,41.375,2.129
PrivateRoom,SantMarti,38,9.0,2,1.0,36.0,41.411,2.178
EntireHome,Eixample,4,10.0,5,2.0,300.0,41.383,2.162
EntireHome,Eixample,30,9.0,8,4.0,150.0,41.4,2.166
EntireHome,Eixample,83,10.0,8,4.0,361.0,41.397,2.178
PrivateRoom,CiutatVella,32,9.0,3,1.0,70.0,41.381,2.177
PrivateRoom,Eixample,5,10.0,2,1.0,54.0,41.405,2.175
EntireHome,Eixample,17,9.0,6,2.0,144.0,41.381,2.16
PrivateRoom,CiutatVella,6,9.0,2,1.0,42.0,41.382,2.174
EntireHome,Eixample,194,10.0,4,1.0,78.0,41.408,2.175
PrivateRoom,CiutatVella,11,10.0,2,1.0,54.0,41.387,2.182
PrivateRoom,CiutatVella,101,9.0,2,1.0,75.0,41.381,2.166
EntireHome,Eixample,36,9.0,10,4.0,276.0,41.396,2.164
EntireHome,Eixample,18,9.0,3,2.0,102.0,41.382,2.148
PrivateRoom,Horta,21,9.0,2,1.0,25.0,41.424,2.151
EntireHome,SantsMontjuic,18,9.0,6,2.0,96.0,41.377,2.126
PrivateRoom,Gracia,20,9.0,1,1.0,36.0,41.404,2.16
PrivateRoom,Horta,10,9.0,2,1.0,36.0,41.412,2.173
EntireHome,Eixample,3,9.0,4,2.0,180.0,41.403,2.174
PrivateRoom,SantAndreu,8,10.0,1,1.0,54.0,41.441,2.189
PrivateRoom,SantsMontjuic,110,10.0,4,1.0,30.0,41.378,2.129
PrivateRoom,Eixample,6,10.0,1,1.0,45.0,41.407,2.178
EntireHome,SantMarti,38,10.0,2,1.0,204.0,41.399,2.209
EntireHome,Sarria,7,9.0,6,3.0,252.0,41.397,2.149
PrivateRoom,CiutatVella,50,9.0,1,1.0,54.0,41.388,2.178
PrivateRoom,Eixample,11,10.0,5,2.0,203.0,41.389,2.155
PrivateRoom,CiutatVella,16,9.0,2,1.0,48.0,41.384,2.184
PrivateRoom,CiutatVella,42,9.0,2,1.0,42.0,41.386,2.181
EntireHome,SantsMontjuic,12,8.0,6,3.0,126.0,41.372,2.166
PrivateRoom,CiutatVella,52,9.0,2,1.0,54.0,41.385,2.175
PrivateRoom,CiutatVella,39,9.0,2,1.0,30.0,41.383,2.166
PrivateRoom,SantsMontjuic,10,10.0,2,1.0,48.0,41.374,2.148
PrivateRoom,Gracia,53,10.0,2,1.0,54.0,41.4,2.153
PrivateRoom,Eixample,35,9.0,4,1.0,60.0,41.387,2.162
PrivateRoom,CiutatVella,12,9.0,2,1.0,71.0,41.385,2.175
EntireHome,SantMarti,10,10.0,4,2.0,66.0,41.404,2.205
PrivateRoom,SantMarti,16,9.0,2,1.0,46.0,41.414,2.219
PrivateRoom,SantMarti,4,10.0,4,1.0,121.0,41.41,2.185
EntireHome,Eixample,3,10.0,2,2.0,168.0,41.391,2.156
SharedRoom,SantMarti,48,9.0,1,1.0,27.0,41.412,2.193
EntireHome,Sarria,7,7.0,4,2.0,90.0,41.393,2.145
PrivateRoom,SantMarti,14,9.0,2,1.0,37.0,41.411,2.184
PrivateRoom,Horta,42,9.0,2,1.0,44.0,41.422,2.147
PrivateRoom,CiutatVella,17,10.0,2,1.0,65.0,41.381,2.183
PrivateRoom,CiutatVella,18,9.0,2,1.0,84.0,41.38,2.172
PrivateRoom,SantAndreu,35,9.0,2,1.0,32.0,41.424,2.186
PrivateRoom,SantsMontjuic,6,9.0,4,1.0,46.0,41.367,2.14
EntireHome,Eixample,13,8.0,5,2.0,97.0,41.376,2.163
EntireHome,CiutatVella,3,10.0,4,0.0,96.0,41.384,2.183
PrivateRoom,Eixample,53,10.0,2,1.0,48.0,41.401,2.179
EntireHome,CiutatVella,45,9.0,6,3.0,118.0,41.381,2.177
EntireHome,Eixample,35,9.0,3,1.0,108.0,41.389,2.163
PrivateRoom,SantsMontjuic,3,8.0,2,1.0,42.0,41.381,2.135
PrivateRoom,Eixample,9,9.0,2,1.0,48.0,41.4,2.172
PrivateRoom,CiutatVella,41,9.0,1,1.0,34.0,41.39,2.178
PrivateRoom,CiutatVella,28,9.0,1,1.0,29.0,41.387,2.178
EntireHome,Eixample,3,10.0,6,3.0,281.0,41.391,2.164
EntireHome,Horta,60,10.0,6,3.0,102.0,41.432,2.163
PrivateRoom,Eixample,22,9.0,2,1.0,58.0,41.386,2.154
EntireHome,CiutatVella,34,8.0,2,1.0,121.0,41.379,2.177
EntireHome,SantMarti,23,8.0,10,4.0,361.0,41.404,2.214
EntireHome,SantsMontjuic,17,9.0,7,3.0,193.0,41.365,2.138
EntireHome,Eixample,3,8.0,4,2.0,150.0,41.39,2.158
EntireHome,CiutatVella,33,9.0,3,1.0,295.0,41.382,2.172
PrivateRoom,Gracia,25,9.0,5,2.0,72.0,41.406,2.169
EntireHome,CiutatVella,63,9.0,2,1.0,59.0,41.379,2.175
PrivateRoom,SantsMontjuic,4,10.0,2,1.0,42.0,41.361,2.139
EntireHome,SantMarti,27,9.0,6,3.0,300.0,41.391,2.196
EntireHome,Eixample,13,9.0,5,3.0,579.0,41.398,2.173
EntireHome,Eixample,5,10.0,6,2.0,174.0,41.397,2.171
EntireHome,CiutatVella,31,9.0,2,1.0,97.0,41.378,2.171
EntireHome,Gracia,33,9.0,10,4.0,139.0,41.408,2.148
EntireHome,CiutatVella,6,10.0,4,1.0,180.0,41.379,2.167
EntireHome,SantMarti,25,9.0,4,2.0,96.0,41.412,2.177
EntireHome,SantsMontjuic,7,9.0,6,3.0,126.0,41.377,2.137
PrivateRoom,SantMarti,10,9.0,2,1.0,54.0,41.409,2.183
PrivateRoom,CiutatVella,24,9.0,2,1.0,48.0,41.383,2.166
PrivateRoom,Eixample,24,9.0,3,1.0,37.0,41.391,2.149
PrivateRoom,CiutatVella,10,9.0,2,1.0,60.0,41.384,2.165
EntireHome,Eixample,6,7.0,6,2.0,240.0,41.4,2.173
EntireHome,SantsMontjuic,55,9.0,5,2.0,96.0,41.374,2.157
EntireHome,SantsMontjuic,3,9.0,8,4.0,301.0,41.375,2.141
PrivateRoom,Eixample,10,9.0,3,1.0,48.0,41.383,2.158
EntireHome,CiutatVella,52,9.0,2,1.0,74.0,41.385,2.181
EntireHome,CiutatVella,19,9.0,6,3.0,180.0,41.383,2.171
EntireHome,CiutatVella,13,9.0,4,2.0,114.0,41.379,2.189
EntireHome,SantsMontjuic,10,8.0,3,1.0,67.0,41.373,2.157
PrivateRoom,CiutatVella,3,9.0,3,1.0,173.0,41.381,2.177
EntireHome,Horta,106,8.0,3,2.0,84.0,41.411,2.174
EntireHome,CiutatVella,14,10.0,2,1.0,132.0,41.382,2.182
PrivateRoom,SantsMontjuic,23,9.0,3,1.0,60.0,41.376,2.133
PrivateRoom,Eixample,11,10.0,1,2.0,35.0,41.402,2.179
PrivateRoom,CiutatVella,36,9.0,2,1.0,54.0,41.383,2.164
PrivateRoom,Eixample,18,9.0,2,1.0,48.0,41.397,2.181
PrivateRoom,SantsMontjuic,5,9.0,2,1.0,40.0,41.373,2.16
EntireHome,Eixample,63,10.0,4,2.0,102.0,41.384,2.147
PrivateRoom,CiutatVella,9,9.0,2,1.0,78.0,41.39,2.183
PrivateRoom,SantMarti,74,9.0,1,1.0,48.0,41.403,2.192
PrivateRoom,CiutatVella,63,9.0,2,1.0,54.0,41.386,2.174
EntireHome,Eixample,48,9.0,5,2.0,132.0,41.406,2.176
PrivateRoom,SantMarti,28,10.0,2,1.0,106.0,41.39,2.196
PrivateRoom,Eixample,8,10.0,2,1.0,36.0,41.381,2.146
PrivateRoom,Eixample,51,9.0,2,1.0,42.0,41.379,2.157
EntireHome,Eixample,48,9.0,2,1.0,102.0,41.385,2.161
EntireHome,CiutatVella,19,9.0,2,1.0,121.0,41.376,2.169
EntireHome,SantsMontjuic,12,9.0,5,3.0,102.0,41.375,2.132
EntireHome,Eixample,55,9.0,4,1.0,96.0,41.38,2.162
EntireHome,Eixample,10,10.0,5,2.0,144.0,41.405,2.176
EntireHome,CiutatVella,7,9.0,2,0.0,90.0,41.385,2.182
EntireHome,Eixample,8,10.0,5,2.0,150.0,41.389,2.169
EntireHome,SantAndreu,6,4.0,8,1.0,96.0,41.443,2.188
EntireHome,Gracia,18,9.0,2,0.0,90.0,41.4,2.161
PrivateRoom,SantAndreu,13,9.0,4,2.0,30.0,41.427,2.185
EntireHome,Sarria,5,8.0,6,2.0,121.0,41.4,2.144
PrivateRoom,Eixample,4,10.0,2,1.0,36.0,41.38,2.159
EntireHome,SantsMontjuic,3,6.0,8,4.0,301.0,41.375,2.141
EntireHome,SantMarti,5,7.0,4,0.0,167.0,41.412,2.18
PrivateRoom,CiutatVella,86,9.0,2,1.0,48.0,41.381,2.175
PrivateRoom,Eixample,33,9.0,2,1.0,72.0,41.383,2.146
PrivateRoom,CiutatVella,3,9.0,2,1.0,60.0,41.389,2.179
PrivateRoom,Eixample,25,9.0,1,1.0,30.0,41.4,2.175
PrivateRoom,CiutatVella,65,10.0,2,1.0,78.0,41.381,2.179
EntireHome,SantsMontjuic,13,8.0,4,2.0,150.0,41.371,2.165
EntireHome,Eixample,69,9.0,6,3.0,220.0,41.394,2.18
PrivateRoom,Sarria,14,10.0,1,1.0,28.0,41.403,2.148
PrivateRoom,SantMarti,52,9.0,3,1.0,48.0,41.404,2.203
PrivateRoom,Sarria,45,10.0,2,1.0,54.0,41.428,2.093
PrivateRoom,SantsMontjuic,13,10.0,2,1.0,54.0,41.373,2.143
PrivateRoom,CiutatVella,163,9.0,2,1.0,36.0,41.379,2.18
PrivateRoom,CiutatVella,71,9.0,2,1.0,72.0,41.383,2.173
PrivateRoom,CiutatVella,61,9.0,2,1.0,84.0,41.38,2.176
EntireHome,Sarria,4,7.0,4,2.0,90.0,41.395,2.145
PrivateRoom,SantsMontjuic,20,9.0,2,1.0,43.0,41.374,2.169
EntireHome,SantsMontjuic,10,9.0,3,2.0,84.0,41.373,2.16
PrivateRoom,CiutatVella,132,9.0,2,1.0,53.0,41.376,2.167
PrivateRoom,SantsMontjuic,13,10.0,1,1.0,31.0,41.379,2.137
PrivateRoom,Horta,5,9.0,2,1.0,49.0,41.423,2.178
EntireHome,Eixample,7,9.0,4,1.0,167.0,41.399,2.18
PrivateRoom,CiutatVella,44,9.0,2,1.0,60.0,41.378,2.178
EntireHome,CiutatVella,77,10.0,2,1.0,157.0,41.375,2.191
PrivateRoom,Eixample,128,9.0,2,1.0,60.0,41.384,2.162
EntireHome,Eixample,5,10.0,6,3.0,114.0,41.392,2.167
EntireHome,SantMarti,4,9.0,2,1.0,54.0,41.415,2.179
EntireHome,Horta,26,9.0,4,1.0,90.0,41.415,2.165
PrivateRoom,Eixample,11,9.0,1,1.0,31.0,41.385,2.15
PrivateRoom,Gracia,13,9.0,4,2.0,72.0,41.404,2.163
PrivateRoom,Eixample,12,8.0,2,1.0,56.0,41.375,2.161
PrivateRoom,SantAndreu,6,9.0,1,1.0,36.0,41.419,2.181
EntireHome,SantsMontjuic,121,9.0,2,1.0,60.0,41.372,2.16
PrivateRoom,Eixample,81,9.0,2,1.0,54.0,41.406,2.17
EntireHome,CiutatVella,4,10.0,2,1.0,96.0,41.384,2.183
EntireHome,Gracia,14,10.0,4,2.0,121.0,41.407,2.157
PrivateRoom,Eixample,191,9.0,2,1.0,59.0,41.39,2.174
EntireHome,SantMarti,6,9.0,4,2.0,118.0,41.396,2.192
PrivateRoom,Eixample,7,8.0,2,1.0,54.0,41.387,2.145
PrivateRoom,CiutatVella,50,9.0,2,1.0,48.0,41.38,2.19
PrivateRoom,SantAndreu,17,10.0,2,1.0,64.0,41.431,2.185
EntireHome,Eixample,28,9.0,10,4.0,381.0,41.401,2.181
EntireHome,Gracia,27,10.0,6,3.0,180.0,41.401,2.162
PrivateRoom,LesCorts,11,10.0,1,1.0,24.0,41.377,2.117
PrivateRoom,SantMarti,13,9.0,2,1.0,36.0,41.391,2.189
PrivateRoom,Eixample,116,9.0,2,1.0,42.0,41.409,2.178
PrivateRoom,CiutatVella,68,10.0,1,1.0,42.0,41.388,2.178
EntireHome,CiutatVella,5,10.0,2,1.0,89.0,41.389,2.179
EntireHome,Eixample,111,10.0,5,2.0,199.0,41.391,2.164
EntireHome,Eixample,128,9.0,4,1.0,96.0,41.388,2.156
PrivateRoom,SantMarti,54,9.0,2,1.0,42.0,41.422,2.205
PrivateRoom,SantMarti,6,10.0,2,1.0,84.0,41.39,2.196
PrivateRoom,CiutatVella,8,8.0,2,1.0,41.0,41.379,2.177
PrivateRoom,Eixample,3,7.0,2,1.0,89.0,41.387,2.172
PrivateRoom,SantMarti,22,10.0,2,1.0,60.0,41.402,2.198
PrivateRoom,Eixample,10,10.0,2,1.0,54.0,41.383,2.163
EntireHome,SantsMontjuic,28,8.0,6,3.0,140.0,41.373,2.165
EntireHome,Gracia,59,9.0,5,3.0,193.0,41.399,2.162
PrivateRoom,SantsMontjuic,7,9.0,2,1.0,90.0,41.375,2.171
EntireHome,SantsMontjuic,13,9.0,6,2.0,132.0,41.377,2.129
EntireHome,Gracia,6,8.0,3,1.0,121.0,41.404,2.158
EntireHome,SantMarti,17,9.0,2,1.0,66.0,41.408,2.183
EntireHome,LesCorts,3,5.0,8,3.0,175.0,41.381,2.128
EntireHome,SantsMontjuic,75,10.0,4,2.0,84.0,41.374,2.164
PrivateRoom,Eixample,72,9.0,2,1.0,78.0,41.382,2.161
PrivateRoom,Eixample,16,8.0,2,1.0,42.0,41.377,2.157
PrivateRoom,CiutatVella,29,9.0,4,1.0,50.0,41.382,2.174
PrivateRoom,Eixample,9,10.0,1,1.0,42.0,41.407,2.177
PrivateRoom,CiutatVella,14,10.0,2,1.0,97.0,41.379,2.189
EntireHome,CiutatVella,11,9.0,2,1.0,108.0,41.377,2.174
PrivateRoom,Eixample,22,9.0,1,1.0,24.0,41.401,2.179
EntireHome,Eixample,3,6.0,2,1.0,271.0,41.393,2.163
EntireHome,Horta,22,9.0,6,3.0,176.0,41.412,2.166
PrivateRoom,CiutatVella,17,10.0,2,1.0,48.0,41.378,2.189
EntireHome,Gracia,7,9.0,6,2.0,122.0,41.401,2.152
EntireHome,Eixample,104,9.0,5,3.0,144.0,41.388,2.166
PrivateRoom,Eixample,82,10.0,2,1.0,48.0,41.401,2.174
EntireHome,CiutatVella,7,9.0,2,1.0,55.0,41.377,2.167
EntireHome,CiutatVella,8,9.0,4,1.0,301.0,41.383,2.171
PrivateRoom,Eixample,19,9.0,2,1.0,46.0,41.406,2.181
PrivateRoom,SantAndreu,39,10.0,2,1.0,46.0,41.42,2.183
PrivateRoom,SantMarti,10,9.0,3,2.0,38.0,41.398,2.199
PrivateRoom,Eixample,19,10.0,2,1.0,36.0,41.381,2.155
EntireHome,Eixample,5,9.0,2,1.0,126.0,41.392,2.153
EntireHome,CiutatVella,191,9.0,7,4.0,145.0,41.383,2.169
PrivateRoom,Eixample,49,9.0,3,1.0,59.0,41.389,2.148
EntireHome,CiutatVella,7,9.0,2,1.0,172.0,41.378,2.191
EntireHome,Sarria,3,4.0,6,2.0,168.0,41.405,2.14
PrivateRoom,SantMarti,6,10.0,2,1.0,41.0,41.392,2.184
PrivateRoom,CiutatVella,39,9.0,2,1.0,53.0,41.382,2.184
PrivateRoom,CiutatVella,272,10.0,2,1.0,66.0,41.385,2.178
PrivateRoom,Eixample,38,10.0,2,1.0,66.0,41.377,2.155
PrivateRoom,CiutatVella,12,10.0,2,1.0,37.0,41.376,2.17
EntireHome,SantMarti,5,10.0,8,4.0,1918.0,41.386,2.201
EntireHome,CiutatVella,3,2.0,8,3.0,420.0,41.379,2.178
EntireHome,Eixample,7,9.0,4,1.0,126.0,41.376,2.161
EntireHome,SantsMontjuic,27,10.0,2,1.0,132.0,41.373,2.165
PrivateRoom,Eixample,7,10.0,2,1.0,70.0,41.389,2.157
PrivateRoom,Eixample,15,10.0,2,1.0,45.0,41.396,2.182
EntireHome,CiutatVella,5,9.0,9,3.0,312.0,41.379,2.169
EntireHome,Gracia,6,8.0,4,1.0,167.0,41.407,2.158
PrivateRoom,Eixample,8,9.0,2,1.0,54.0,41.411,2.176
PrivateRoom,Gracia,4,8.0,1,1.0,18.0,41.42,2.148
PrivateRoom,Gracia,15,10.0,1,1.0,24.0,41.402,2.155
PrivateRoom,Eixample,12,8.0,2,1.0,60.0,41.39,2.177
EntireHome,SantsMontjuic,25,9.0,3,2.0,178.0,41.374,2.145
PrivateRoom,NouBarris,23,9.0,2,1.0,37.0,41.428,2.183
PrivateRoom,CiutatVella,13,10.0,2,1.0,44.0,41.38,2.176
PrivateRoom,Eixample,36,10.0,1,1.0,38.0,41.386,2.161
PrivateRoom,SantsMontjuic,5,9.0,1,1.0,56.0,41.36,2.142
EntireHome,CiutatVella,47,9.0,3,1.0,121.0,41.388,2.177
EntireHome,SantsMontjuic,173,9.0,4,1.0,179.0,41.376,2.129
PrivateRoom,SantMarti,14,10.0,3,1.0,108.0,41.412,2.186
PrivateRoom,Horta,7,8.0,2,1.0,50.0,41.426,2.137
EntireHome,Gracia,22,9.0,5,2.0,82.0,41.414,2.14
PrivateRoom,CiutatVella,46,9.0,2,1.0,48.0,41.382,2.187
EntireHome,CiutatVella,9,10.0,6,3.0,301.0,41.377,2.178
PrivateRoom,SantAndreu,8,10.0,2,1.0,36.0,41.438,2.186
PrivateRoom,Gracia,5,9.0,2,1.0,27.0,41.406,2.169
EntireHome,Eixample,81,10.0,14,5.0,297.0,41.39,2.164
EntireHome,Eixample,19,10.0,4,2.0,180.0,41.395,2.154
PrivateRoom,Eixample,63,9.0,1,1.0,42.0,41.379,2.15
PrivateRoom,CiutatVella,55,10.0,2,1.0,53.0,41.386,2.175
PrivateRoom,Horta,23,10.0,2,1.0,46.0,41.409,2.171
PrivateRoom,CiutatVella,18,10.0,2,1.0,35.0,41.379,2.176
EntireHome,SantAndreu,3,9.0,5,3.0,67.0,41.452,2.191
PrivateRoom,Eixample,74,9.0,4,1.0,46.0,41.383,2.152
PrivateRoom,Eixample,41,10.0,2,1.0,81.0,41.409,2.175
PrivateRoom,Sarria,3,8.0,2,1.0,48.0,41.396,2.148
EntireHome,Eixample,3,10.0,4,1.0,505.0,41.391,2.174
EntireHome,Eixample,10,9.0,6,4.0,180.0,41.394,2.182
PrivateRoom,Eixample,34,9.0,5,3.0,48.0,41.38,2.158
PrivateRoom,Eixample,33,10.0,3,2.0,78.0,41.385,2.158
PrivateRoom,CiutatVella,51,9.0,2,1.0,62.0,41.38,2.166
EntireHome,SantsMontjuic,38,9.0,6,2.0,71.0,41.373,2.159
PrivateRoom,Horta,4,10.0,3,1.0,66.0,41.417,2.169
EntireHome,Eixample,16,10.0,6,3.0,348.0,41.397,2.175
PrivateRoom,SantsMontjuic,12,9.0,1,1.0,38.0,41.378,2.127
EntireHome,SantMarti,18,10.0,4,1.0,142.0,41.4,2.207
SharedRoom,CiutatVella,35,9.0,1,1.0,55.0,41.388,2.18
EntireHome,Eixample,115,10.0,10,4.0,480.0,41.393,2.167
PrivateRoom,SantsMontjuic,3,6.0,2,1.0,84.0,41.378,2.137
PrivateRoom,CiutatVella,51,9.0,1,1.0,48.0,41.382,2.186
PrivateRoom,NouBarris,7,9.0,1,1.0,27.0,41.43,2.176
EntireHome,CiutatVella,12,8.0,2,0.0,66.0,41.377,2.19
EntireHome,CiutatVella,9,10.0,4,2.0,96.0,41.389,2.176
PrivateRoom,CiutatVella,79,9.0,2,1.0,31.0,41.384,2.172
EntireHome,Horta,7,9.0,4,1.0,96.0,41.41,2.168
EntireHome,SantMarti,70,9.0,4,2.0,162.0,41.404,2.211
PrivateRoom,CiutatVella,76,9.0,2,1.0,60.0,41.382,2.174
EntireHome,Gracia,101,9.0,6,4.0,138.0,41.407,2.168
PrivateRoom,Gracia,11,9.0,2,1.0,29.0,41.409,2.151
EntireHome,Eixample,16,9.0,4,2.0,96.0,41.394,2.182
EntireHome,SantAndreu,15,8.0,6,3.0,174.0,41.423,2.185
EntireHome,SantsMontjuic,4,8.0,3,1.0,96.0,41.375,2.168
EntireHome,Eixample,54,10.0,6,2.0,287.0,41.398,2.174
PrivateRoom,SantMarti,3,10.0,2,1.0,66.0,41.415,2.194
PrivateRoom,Eixample,87,10.0,1,1.0,38.0,41.409,2.172
EntireHome,CiutatVella,35,10.0,6,3.0,180.0,41.382,2.177
EntireHome,SantsMontjuic,88,9.0,4,1.0,117.0,41.373,2.17
PrivateRoom,SantMarti,11,10.0,2,1.0,42.0,41.4,2.189
EntireHome,SantMarti,41,9.0,4,2.0,59.0,41.397,2.192
EntireHome,Eixample,26,9.0,8,3.0,311.0,41.397,2.168
EntireHome,CiutatVella,44,9.0,8,3.0,179.0,41.382,2.176
EntireHome,Sarria,12,9.0,4,1.0,72.0,41.397,2.154
EntireHome,Eixample,74,9.0,3,1.0,95.0,41.377,2.149
PrivateRoom,CiutatVella,4,9.0,2,1.0,82.0,41.391,2.183
PrivateRoom,Eixample,32,8.0,2,1.0,31.0,41.401,2.17
PrivateRoom,CiutatVella,72,9.0,2,1.0,48.0,41.386,2.181
PrivateRoom,Eixample,5,9.0,2,1.0,48.0,41.38,2.161
PrivateRoom,NouBarris,18,8.0,1,1.0,23.0,41.461,2.176
EntireHome,Gracia,4,10.0,5,2.0,186.0,41.409,2.159
PrivateRoom,Eixample,12,10.0,2,1.0,48.0,41.395,2.177
PrivateRoom,CiutatVella,17,10.0,1,1.0,30.0,41.378,2.165
PrivateRoom,SantsMontjuic,23,9.0,1,1.0,24.0,41.377,2.127
PrivateRoom,Eixample,13,9.0,2,1.0,72.0,41.397,2.181
EntireHome,SantMarti,8,9.0,6,2.0,132.0,41.409,2.181
EntireHome,Gracia,12,9.0,2,0.0,96.0,41.402,2.152
EntireHome,SantsMontjuic,65,10.0,2,1.0,118.0,41.372,2.159
EntireHome,SantMarti,35,9.0,5,2.0,132.0,41.407,2.203
PrivateRoom,Eixample,48,8.0,2,1.0,48.0,41.401,2.183
EntireHome,Horta,34,8.0,6,2.0,138.0,41.415,2.165
EntireHome,Gracia,43,9.0,6,2.0,128.0,41.406,2.161
EntireHome,SantsMontjuic,23,9.0,3,0.0,90.0,41.372,2.167
EntireHome,Eixample,52,10.0,4,2.0,269.0,41.395,2.169
PrivateRoom,CiutatVella,54,10.0,2,1.0,36.0,41.381,2.173
EntireHome,SantsMontjuic,7,6.0,3,1.0,90.0,41.373,2.165
EntireHome,SantsMontjuic,30,8.0,4,2.0,144.0,41.369,2.138
PrivateRoom,Gracia,31,10.0,2,1.0,48.0,41.412,2.161
EntireHome,SantsMontjuic,30,9.0,3,2.0,114.0,41.371,2.148
PrivateRoom,Eixample,14,10.0,2,1.0,45.0,41.399,2.18
PrivateRoom,CiutatVella,73,9.0,2,1.0,63.0,41.388,2.18
PrivateRoom,CiutatVella,10,10.0,1,1.0,54.0,41.381,2.176
EntireHome,Sarria,8,10.0,7,4.0,240.0,41.396,2.151
PrivateRoom,SantMarti,21,8.0,2,1.0,52.0,41.415,2.196
EntireHome,Gracia,16,9.0,10,4.0,138.0,41.41,2.147
PrivateRoom,CiutatVella,3,10.0,2,1.0,66.0,41.379,2.168
PrivateRoom,CiutatVella,3,9.0,2,1.0,30.0,41.382,2.176
PrivateRoom,NouBarris,8,8.0,3,1.0,14.0,41.445,2.183
EntireHome,Eixample,13,9.0,2,0.0,118.0,41.388,2.171
PrivateRoom,SantMarti,40,10.0,1,1.0,42.0,41.41,2.179
EntireHome,SantMarti,5,8.0,4,2.0,228.0,41.398,2.194
EntireHome,Eixample,85,10.0,4,2.0,96.0,41.385,2.156
PrivateRoom,Eixample,27,9.0,1,1.0,18.0,41.397,2.173
EntireHome,SantsMontjuic,56,9.0,5,2.0,121.0,41.375,2.132
PrivateRoom,Eixample,6,8.0,2,1.0,32.0,41.389,2.175
PrivateRoom,CiutatVella,29,9.0,3,1.0,36.0,41.381,2.173
PrivateRoom,CiutatVella,314,9.0,2,1.0,58.0,41.384,2.165
EntireHome,CiutatVella,41,8.0,8,3.0,271.0,41.384,2.185
PrivateRoom,Gracia,26,9.0,2,1.0,36.0,41.415,2.144
PrivateRoom,SantsMontjuic,89,9.0,7,2.0,108.0,41.373,2.166
EntireHome,Eixample,10,7.0,7,3.0,175.0,41.381,2.162
EntireHome,Eixample,107,10.0,10,5.0,301.0,41.388,2.168
PrivateRoom,Horta,5,9.0,1,1.0,22.0,41.42,2.178
PrivateRoom,Eixample,41,10.0,2,1.0,48.0,41.376,2.156
EntireHome,Gracia,18,8.0,3,2.0,96.0,41.401,2.155
PrivateRoom,Eixample,5,9.0,1,0.0,48.0,41.378,2.164
EntireHome,Gracia,16,10.0,2,1.0,121.0,41.401,2.155
EntireHome,SantsMontjuic,29,8.0,10,3.0,240.0,41.373,2.16
PrivateRoom,Horta,13,9.0,1,1.0,32.0,41.41,2.171
PrivateRoom,Gracia,43,9.0,1,1.0,27.0,41.404,2.152
PrivateRoom,Eixample,5,10.0,2,1.0,78.0,41.399,2.163
EntireHome,SantsMontjuic,51,8.0,5,2.0,121.0,41.371,2.149
SharedRoom,Gracia,38,9.0,1,1.0,24.0,41.399,2.158
EntireHome,Eixample,6,6.0,6,2.0,131.0,41.381,2.153
PrivateRoom,Eixample,21,10.0,2,1.0,60.0,41.379,2.156
EntireHome,SantMarti,11,9.0,3,1.0,121.0,41.388,2.2
EntireHome,Eixample,155,10.0,4,1.0,107.0,41.393,2.166
PrivateRoom,CiutatVella,14,10.0,1,1.0,71.0,41.379,2.19
PrivateRoom,CiutatVella,18,10.0,2,1.0,144.0,41.379,2.172
PrivateRoom,Gracia,3,7.0,1,1.0,34.0,41.419,2.15
PrivateRoom,Eixample,30,9.0,1,1.0,56.0,41.379,2.163
EntireHome,Horta,6,9.0,6,2.0,108.0,41.408,2.167
PrivateRoom,Eixample,9,9.0,1,1.0,36.0,41.382,2.15
PrivateRoom,Sarria,10,10.0,1,1.0,46.0,41.393,2.127
EntireHome,Eixample,3,10.0,2,1.0,73.0,41.383,2.162
PrivateRoom,Gracia,17,9.0,1,1.0,54.0,41.41,2.149
SharedRoom,CiutatVella,9,10.0,2,1.0,60.0,41.379,2.191
EntireHome,SantsMontjuic,4,10.0,4,2.0,143.0,41.373,2.165
PrivateRoom,Eixample,7,9.0,2,1.0,72.0,41.406,2.172
PrivateRoom,Eixample,3,9.0,2,1.0,72.0,41.384,2.163
PrivateRoom,CiutatVella,17,8.0,2,1.0,90.0,41.38,2.178
EntireHome,Eixample,74,10.0,3,1.0,107.0,41.389,2.16
EntireHome,CiutatVella,4,9.0,2,0.0,168.0,41.381,2.166
EntireHome,SantsMontjuic,119,9.0,4,3.0,97.0,41.374,2.161
PrivateRoom,CiutatVella,58,9.0,3,1.0,42.0,41.384,2.165
PrivateRoom,Eixample,3,9.0,2,1.0,84.0,41.396,2.159
EntireHome,SantMarti,31,9.0,6,2.0,361.0,41.392,2.191
EntireHome,Eixample,58,9.0,6,2.0,132.0,41.393,2.151
EntireHome,SantMarti,49,9.0,6,2.0,175.0,41.404,2.212
EntireHome,Horta,98,9.0,2,1.0,84.0,41.41,2.168
