@RELATION overall_satisfaction

@ATTRIBUTE room_type {PrivateRoom,EntireHome,SharedRoom}
@ATTRIBUTE neighborhood {LesCorts,SantsMontjuic,CiutatVella,SantMarti,Gracia,Horta,Sarria,Eixample,SantAndreu,NouBarris}
@ATTRIBUTE reviews NUMERIC
@ATTRIBUTE overall_satisfaction NUMERIC
@ATTRIBUTE accommodates NUMERIC
@ATTRIBUTE bedrooms NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC

@DATA
PrivateRoom,Sarria,3,10.0,1,1.0,54.0,41.406,2.149
EntireHome,SantAndreu,5,8.0,5,2.0,80.0,41.434,2.185
EntireHome,LesCorts,195,10.0,2,1.0,84.0,41.377,2.118
EntireHome,Eixample,46,9.0,6,3.0,108.0,41.381,2.156
PrivateRoom,Eixample,5,9.0,2,1.0,38.0,41.384,2.147
PrivateRoom,Eixample,5,10.0,2,1.0,42.0,41.399,2.184
EntireHome,Gracia,27,7.0,6,3.0,144.0,41.404,2.172
PrivateRoom,Eixample,99,10.0,2,1.0,53.0,41.393,2.179
PrivateRoom,SantMarti,15,9.0,2,1.0,90.0,41.409,2.191
PrivateRoom,Eixample,16,10.0,2,1.0,54.0,41.383,2.159
PrivateRoom,NouBarris,14,10.0,2,1.0,48.0,41.426,2.176
PrivateRoom,SantsMontjuic,5,9.0,1,1.0,35.0,41.376,2.136
PrivateRoom,Gracia,10,10.0,1,1.0,65.0,41.403,2.155
PrivateRoom,LesCorts,11,10.0,2,1.0,43.0,41.378,2.115
EntireHome,Gracia,110,10.0,6,3.0,174.0,41.411,2.154
PrivateRoom,SantsMontjuic,5,10.0,2,1.0,79.0,41.375,2.13
PrivateRoom,Eixample,4,10.0,7,1.0,144.0,41.376,2.158
PrivateRoom,SantMarti,34,8.0,3,1.0,34.0,41.403,2.203
PrivateRoom,NouBarris,67,9.0,2,1.0,32.0,41.431,2.179
EntireHome,Eixample,12,8.0,3,2.0,102.0,41.383,2.148
EntireHome,Gracia,13,10.0,4,2.0,144.0,41.397,2.156
PrivateRoom,SantAndreu,10,7.0,4,2.0,48.0,41.415,2.189
EntireHome,CiutatVella,59,9.0,5,2.0,157.0,41.387,2.178
PrivateRoom,SantAndreu,8,9.0,2,1.0,49.0,41.423,2.183
PrivateRoom,SantMarti,13,9.0,1,1.0,36.0,41.402,2.198
PrivateRoom,CiutatVella,5,10.0,2,1.0,72.0,41.385,2.175
PrivateRoom,SantMarti,31,9.0,2,1.0,39.0,41.415,2.215
EntireHome,Eixample,13,9.0,2,1.0,108.0,41.394,2.153
PrivateRoom,CiutatVella,115,9.0,3,1.0,90.0,41.381,2.175
EntireHome,Eixample,83,9.0,6,3.0,84.0,41.402,2.177
PrivateRoom,CiutatVella,3,9.0,2,1.0,66.0,41.383,2.164
PrivateRoom,SantsMontjuic,4,9.0,2,1.0,96.0,41.376,2.125
PrivateRoom,CiutatVella,5,8.0,2,1.0,60.0,41.382,2.185
EntireHome,SantMarti,6,10.0,6,3.0,121.0,41.41,2.199
PrivateRoom,CiutatVella,102,9.0,2,1.0,54.0,41.381,2.178
EntireHome,CiutatVella,16,10.0,2,0.0,114.0,41.385,2.183
EntireHome,SantsMontjuic,69,9.0,2,1.0,66.0,41.372,2.147
EntireHome,Eixample,125,9.0,14,5.0,240.0,41.397,2.165
PrivateRoom,SantsMontjuic,26,10.0,2,1.0,39.0,41.372,2.16
PrivateRoom,SantsMontjuic,34,9.0,1,1.0,36.0,41.368,2.135
PrivateRoom,Eixample,9,10.0,2,1.0,96.0,41.406,2.178
PrivateRoom,Eixample,7,10.0,1,1.0,42.0,41.382,2.144
PrivateRoom,SantMarti,14,8.0,1,1.0,27.0,41.406,2.19
PrivateRoom,SantMarti,158,9.0,1,1.0,36.0,41.401,2.195
PrivateRoom,SantsMontjuic,3,10.0,2,1.0,72.0,41.372,2.169
EntireHome,Gracia,15,9.0,6,2.0,122.0,41.4,2.151
PrivateRoom,SantMarti,20,10.0,2,1.0,36.0,41.406,2.183
PrivateRoom,CiutatVella,8,10.0,2,1.0,78.0,41.384,2.178
EntireHome,SantAndreu,9,9.0,4,2.0,108.0,41.436,2.189
EntireHome,Gracia,124,10.0,9,4.0,150.0,41.401,2.152
EntireHome,CiutatVella,67,10.0,2,0.0,95.0,41.385,2.18
EntireHome,CiutatVella,16,8.0,8,2.0,166.0,41.376,2.174
PrivateRoom,CiutatVella,5,10.0,2,1.0,48.0,41.382,2.168
PrivateRoom,Gracia,47,9.0,2,0.0,22.0,41.4,2.164
EntireHome,Gracia,3,9.0,4,1.0,96.0,41.403,2.166
EntireHome,CiutatVella,22,9.0,2,1.0,126.0,41.382,2.189
EntireHome,CiutatVella,171,9.0,4,2.0,143.0,41.384,2.178
PrivateRoom,CiutatVella,27,9.0,2,1.0,72.0,41.381,2.174
EntireHome,Eixample,14,9.0,6,4.0,204.0,41.382,2.155
PrivateRoom,SantMarti,78,10.0,1,1.0,30.0,41.409,2.185
EntireHome,Sarria,34,9.0,6,4.0,132.0,41.396,2.148
EntireHome,Eixample,6,10.0,2,1.0,240.0,41.395,2.177
EntireHome,CiutatVella,7,10.0,3,1.0,126.0,41.383,2.17
EntireHome,Eixample,3,4.0,4,2.0,168.0,41.387,2.158
EntireHome,Eixample,40,9.0,4,1.0,93.0,41.398,2.162
EntireHome,SantsMontjuic,203,9.0,2,0.0,82.0,41.372,2.147
PrivateRoom,Eixample,30,9.0,2,1.0,30.0,41.405,2.174
PrivateRoom,SantMarti,42,10.0,2,1.0,36.0,41.413,2.19
PrivateRoom,SantsMontjuic,29,9.0,2,1.0,30.0,41.378,2.13
PrivateRoom,Eixample,67,9.0,2,1.0,30.0,41.381,2.157
EntireHome,Eixample,39,9.0,5,3.0,121.0,41.39,2.155
EntireHome,CiutatVella,3,8.0,4,3.0,136.0,41.379,2.174
EntireHome,Eixample,14,9.0,6,2.0,168.0,41.393,2.156
PrivateRoom,Eixample,122,9.0,3,1.0,38.0,41.402,2.183
EntireHome,SantsMontjuic,51,9.0,4,2.0,100.0,41.374,2.168
PrivateRoom,Gracia,8,9.0,2,1.0,60.0,41.406,2.165
EntireHome,Eixample,3,10.0,4,2.0,508.0,41.391,2.177
PrivateRoom,Eixample,8,10.0,2,1.0,32.0,41.382,2.149
PrivateRoom,SantsMontjuic,4,10.0,3,1.0,54.0,41.375,2.145
PrivateRoom,SantMarti,13,10.0,3,2.0,37.0,41.416,2.195
EntireHome,SantsMontjuic,41,9.0,4,1.0,143.0,41.374,2.147
EntireHome,Sarria,3,9.0,2,1.0,108.0,41.4,2.143
EntireHome,Eixample,59,10.0,8,4.0,271.0,41.406,2.176
PrivateRoom,SantMarti,23,9.0,2,1.0,48.0,41.399,2.19
PrivateRoom,CiutatVella,17,8.0,2,1.0,35.0,41.378,2.165
PrivateRoom,SantsMontjuic,10,9.0,2,1.0,54.0,41.373,2.164
EntireHome,LesCorts,38,9.0,12,6.0,420.0,41.397,2.108
EntireHome,Eixample,9,9.0,6,3.0,354.0,41.395,2.165
PrivateRoom,SantsMontjuic,29,8.0,4,1.0,45.0,41.373,2.165
EntireHome,LesCorts,27,10.0,2,1.0,131.0,41.387,2.132
PrivateRoom,CiutatVella,31,10.0,2,1.0,81.0,41.376,2.188
PrivateRoom,CiutatVella,5,8.0,2,1.0,66.0,41.387,2.181
PrivateRoom,CiutatVella,45,10.0,1,1.0,39.0,41.383,2.176
PrivateRoom,Eixample,206,9.0,2,1.0,54.0,41.391,2.173
PrivateRoom,Gracia,8,9.0,1,1.0,29.0,41.413,2.159
EntireHome,CiutatVella,8,9.0,2,1.0,90.0,41.386,2.178
EntireHome,Eixample,42,9.0,6,2.0,72.0,41.379,2.158
EntireHome,SantMarti,14,7.0,10,4.0,157.0,41.411,2.215
PrivateRoom,Eixample,6,9.0,2,1.0,59.0,41.398,2.184
EntireHome,CiutatVella,22,10.0,8,4.0,265.0,41.385,2.164
PrivateRoom,CiutatVella,4,10.0,3,1.0,173.0,41.382,2.179
PrivateRoom,SantsMontjuic,114,9.0,2,1.0,30.0,41.374,2.17
PrivateRoom,Eixample,6,8.0,2,1.0,35.0,41.403,2.175
PrivateRoom,CiutatVella,16,10.0,2,1.0,54.0,41.376,2.169
EntireHome,Eixample,112,9.0,5,2.0,156.0,41.388,2.168
PrivateRoom,SantMarti,19,10.0,2,1.0,48.0,41.401,2.202
EntireHome,Gracia,101,9.0,4,1.0,132.0,41.401,2.159
EntireHome,Eixample,29,9.0,4,2.0,66.0,41.396,2.168
PrivateRoom,CiutatVella,3,10.0,3,1.0,78.0,41.38,2.167
PrivateRoom,SantAndreu,10,8.0,2,1.0,41.0,41.419,2.189
PrivateRoom,Eixample,18,10.0,1,1.0,96.0,41.38,2.153
EntireHome,Gracia,3,9.0,4,2.0,144.0,41.402,2.154
PrivateRoom,CiutatVella,54,9.0,3,1.0,48.0,41.384,2.164
EntireHome,Eixample,4,7.0,7,2.0,144.0,41.389,2.162
PrivateRoom,CiutatVella,141,9.0,2,1.0,39.0,41.377,2.175
PrivateRoom,Eixample,31,10.0,1,1.0,35.0,41.391,2.148
EntireHome,Eixample,32,9.0,6,3.0,168.0,41.392,2.157
PrivateRoom,Horta,57,10.0,2,1.0,60.0,41.41,2.166
EntireHome,SantMarti,117,10.0,6,2.0,121.0,41.412,2.186
PrivateRoom,SantsMontjuic,8,10.0,1,1.0,54.0,41.374,2.169
PrivateRoom,SantMarti,11,9.0,2,1.0,48.0,41.393,2.189
EntireHome,CiutatVella,13,8.0,6,3.0,210.0,41.385,2.166
EntireHome,Eixample,80,9.0,7,3.0,172.0,41.38,2.161
PrivateRoom,SantsMontjuic,69,9.0,2,1.0,32.0,41.374,2.142
PrivateRoom,SantMarti,21,10.0,4,1.0,74.0,41.396,2.206
PrivateRoom,SantMarti,3,10.0,2,1.0,48.0,41.414,2.19
PrivateRoom,Horta,52,9.0,1,1.0,30.0,41.423,2.15
EntireHome,SantsMontjuic,4,9.0,8,3.0,240.0,41.378,2.132
PrivateRoom,Eixample,5,9.0,2,1.0,89.0,41.391,2.159
EntireHome,Gracia,34,9.0,2,1.0,130.0,41.408,2.167
EntireHome,SantMarti,9,9.0,6,2.0,204.0,41.392,2.191
PrivateRoom,Eixample,5,10.0,1,1.0,27.0,41.386,2.149
EntireHome,Sarria,10,10.0,4,1.0,180.0,41.4,2.149
EntireHome,Eixample,6,10.0,8,3.0,252.0,41.394,2.178
PrivateRoom,Horta,11,10.0,4,2.0,96.0,41.422,2.173
PrivateRoom,SantsMontjuic,339,10.0,2,1.0,34.0,41.374,2.168
PrivateRoom,Gracia,49,10.0,2,1.0,38.0,41.41,2.148
EntireHome,Eixample,139,10.0,3,1.0,96.0,41.388,2.159
PrivateRoom,SantMarti,6,8.0,2,1.0,54.0,41.412,2.184
EntireHome,Eixample,7,9.0,4,2.0,204.0,41.394,2.165
PrivateRoom,Gracia,5,10.0,2,1.0,42.0,41.397,2.156
PrivateRoom,SantMarti,24,9.0,2,1.0,27.0,41.405,2.186
EntireHome,SantsMontjuic,44,9.0,3,2.0,118.0,41.373,2.164
EntireHome,Eixample,8,7.0,4,1.0,180.0,41.384,2.147
PrivateRoom,SantMarti,41,10.0,4,2.0,114.0,41.407,2.189
EntireHome,CiutatVella,6,9.0,3,0.0,102.0,41.38,2.176
PrivateRoom,Eixample,57,9.0,2,1.0,42.0,41.398,2.183
EntireHome,Eixample,57,10.0,6,3.0,157.0,41.376,2.159
EntireHome,Eixample,3,7.0,4,1.0,138.0,41.407,2.179
PrivateRoom,CiutatVella,9,10.0,2,1.0,96.0,41.385,2.18
PrivateRoom,Eixample,6,10.0,2,1.0,72.0,41.394,2.18
EntireHome,SantsMontjuic,24,9.0,4,1.0,121.0,41.38,2.136
PrivateRoom,SantsMontjuic,5,10.0,1,1.0,36.0,41.373,2.157
EntireHome,CiutatVella,58,8.0,6,3.0,110.0,41.385,2.181
EntireHome,Eixample,9,10.0,4,2.0,541.0,41.394,2.167
EntireHome,Eixample,37,9.0,6,3.0,144.0,41.397,2.167
EntireHome,CiutatVella,15,9.0,2,1.0,96.0,41.378,2.19
EntireHome,Sarria,10,8.0,3,1.0,71.0,41.395,2.143
EntireHome,SantsMontjuic,18,10.0,2,1.0,80.0,41.373,2.159
PrivateRoom,Eixample,10,9.0,2,1.0,30.0,41.377,2.153
PrivateRoom,Gracia,117,9.0,4,1.0,48.0,41.4,2.162
PrivateRoom,Gracia,8,9.0,1,1.0,36.0,41.408,2.152
EntireHome,LesCorts,30,9.0,3,2.0,168.0,41.385,2.131
PrivateRoom,Gracia,9,10.0,2,1.0,48.0,41.401,2.162
PrivateRoom,Eixample,16,10.0,2,1.0,52.0,41.39,2.155
PrivateRoom,Eixample,10,9.0,2,1.0,30.0,41.403,2.175
PrivateRoom,SantsMontjuic,5,8.0,2,1.0,84.0,41.371,2.145
PrivateRoom,SantMarti,47,9.0,2,1.0,42.0,41.423,2.204
EntireHome,Gracia,119,10.0,6,2.0,118.0,41.402,2.168
EntireHome,CiutatVella,17,9.0,2,1.0,204.0,41.381,2.179
PrivateRoom,Eixample,3,10.0,1,1.0,46.0,41.406,2.172
EntireHome,Eixample,77,9.0,10,4.0,159.0,41.41,2.176
EntireHome,SantMarti,55,10.0,6,2.0,179.0,41.405,2.203
EntireHome,NouBarris,88,9.0,2,1.0,50.0,41.446,2.186
EntireHome,CiutatVella,164,9.0,2,0.0,121.0,41.38,2.171
EntireHome,CiutatVella,65,8.0,3,2.0,81.0,41.379,2.165
PrivateRoom,CiutatVella,182,8.0,2,1.0,36.0,41.378,2.169
EntireHome,Gracia,40,9.0,2,1.0,96.0,41.4,2.157
PrivateRoom,CiutatVella,89,9.0,2,1.0,53.0,41.377,2.167
EntireHome,Gracia,3,10.0,2,1.0,84.0,41.406,2.162
PrivateRoom,CiutatVella,145,9.0,2,1.0,46.0,41.386,2.175
PrivateRoom,SantsMontjuic,17,9.0,2,1.0,36.0,41.374,2.143
EntireHome,SantsMontjuic,32,9.0,4,1.0,144.0,41.373,2.171
PrivateRoom,CiutatVella,3,9.0,2,1.0,72.0,41.382,2.182
PrivateRoom,Eixample,24,10.0,1,1.0,72.0,41.389,2.158
PrivateRoom,CiutatVella,6,10.0,2,1.0,78.0,41.389,2.176
PrivateRoom,SantMarti,13,9.0,1,1.0,36.0,41.412,2.178
EntireHome,Eixample,44,9.0,4,3.0,150.0,41.384,2.162
EntireHome,SantMarti,14,9.0,4,1.0,132.0,41.411,2.198
PrivateRoom,NouBarris,42,9.0,1,2.0,38.0,41.44,2.177
PrivateRoom,Eixample,3,9.0,3,1.0,30.0,41.376,2.159
EntireHome,Sarria,39,10.0,2,1.0,84.0,41.398,2.15
PrivateRoom,CiutatVella,170,9.0,2,1.0,37.0,41.386,2.178
EntireHome,Eixample,12,9.0,8,4.0,246.0,41.395,2.165
EntireHome,Eixample,25,9.0,4,2.0,180.0,41.39,2.159
PrivateRoom,SantsMontjuic,128,9.0,1,1.0,44.0,41.368,2.142
PrivateRoom,Gracia,14,10.0,2,1.0,54.0,41.403,2.153
PrivateRoom,Horta,23,10.0,2,1.0,22.0,41.429,2.136
EntireHome,Eixample,163,10.0,6,3.0,84.0,41.389,2.156
EntireHome,Eixample,3,10.0,4,1.0,121.0,41.388,2.152
EntireHome,SantsMontjuic,7,9.0,6,2.0,168.0,41.376,2.142
PrivateRoom,Eixample,24,10.0,2,1.0,36.0,41.379,2.154
PrivateRoom,CiutatVella,116,10.0,2,1.0,54.0,41.382,2.177
EntireHome,Horta,30,7.0,6,2.0,96.0,41.416,2.158
PrivateRoom,SantsMontjuic,11,10.0,2,1.0,36.0,41.373,2.167
EntireHome,CiutatVella,42,9.0,2,1.0,67.0,41.387,2.176
PrivateRoom,Gracia,7,10.0,2,1.0,36.0,41.398,2.157
EntireHome,SantAndreu,6,9.0,4,1.0,66.0,41.435,2.187
EntireHome,Gracia,11,9.0,5,3.0,114.0,41.409,2.154
EntireHome,Eixample,5,9.0,4,2.0,252.0,41.393,2.173
PrivateRoom,NouBarris,3,9.0,1,1.0,42.0,41.437,2.175
EntireHome,Eixample,7,10.0,4,1.0,180.0,41.389,2.162
PrivateRoom,Gracia,59,9.0,2,1.0,27.0,41.409,2.155
EntireHome,CiutatVella,34,9.0,2,0.0,42.0,41.384,2.184
EntireHome,CiutatVella,90,9.0,5,1.0,71.0,41.382,2.178
PrivateRoom,SantMarti,4,10.0,1,1.0,53.0,41.411,2.213
EntireHome,Eixample,83,9.0,4,2.0,121.0,41.392,2.15
EntireHome,Gracia,171,9.0,4,2.0,100.0,41.408,2.152
EntireHome,Gracia,46,9.0,5,3.0,114.0,41.404,2.169
EntireHome,Gracia,61,9.0,4,2.0,96.0,41.402,2.163
PrivateRoom,Eixample,80,9.0,2,1.0,35.0,41.402,2.177
EntireHome,Eixample,8,8.0,4,1.0,144.0,41.398,2.173
EntireHome,CiutatVella,82,9.0,4,1.0,180.0,41.385,2.183
EntireHome,Eixample,105,9.0,8,4.0,286.0,41.39,2.165
EntireHome,SantMarti,27,10.0,6,3.0,240.0,41.403,2.213
EntireHome,Gracia,21,10.0,5,2.0,102.0,41.407,2.166
PrivateRoom,SantMarti,8,10.0,1,1.0,30.0,41.414,2.214
PrivateRoom,Gracia,6,10.0,2,1.0,46.0,41.41,2.152
EntireHome,SantsMontjuic,46,9.0,5,2.0,108.0,41.378,2.137
PrivateRoom,Eixample,8,10.0,2,1.0,72.0,41.376,2.155
PrivateRoom,Eixample,3,10.0,2,1.0,48.0,41.381,2.152
PrivateRoom,SantsMontjuic,34,10.0,2,1.0,60.0,41.381,2.14
EntireHome,SantsMontjuic,66,8.0,5,1.0,108.0,41.375,2.14
EntireHome,SantsMontjuic,8,9.0,4,3.0,126.0,41.373,2.16
EntireHome,Eixample,59,10.0,4,2.0,144.0,41.402,2.177
EntireHome,SantMarti,47,10.0,4,2.0,121.0,41.41,2.193
EntireHome,Eixample,23,10.0,4,1.0,229.0,41.389,2.169
EntireHome,Eixample,45,8.0,4,1.0,108.0,41.407,2.18
PrivateRoom,Eixample,3,10.0,2,1.0,121.0,41.388,2.164
PrivateRoom,SantMarti,12,9.0,1,1.0,23.0,41.407,2.194
PrivateRoom,Eixample,18,9.0,2,1.0,70.0,41.381,2.155
EntireHome,SantMarti,12,8.0,5,3.0,137.0,41.412,2.181
EntireHome,CiutatVella,48,9.0,6,2.0,23.0,41.379,2.165
EntireHome,Eixample,9,9.0,7,3.0,336.0,41.397,2.171
PrivateRoom,CiutatVella,19,9.0,2,1.0,96.0,41.384,2.17
EntireHome,CiutatVella,3,10.0,4,1.0,216.0,41.384,2.183
PrivateRoom,Eixample,9,9.0,2,1.0,53.0,41.386,2.15
EntireHome,Eixample,6,10.0,6,3.0,312.0,41.391,2.165
PrivateRoom,SantsMontjuic,35,9.0,1,1.0,38.0,41.385,2.143
EntireHome,Eixample,28,8.0,8,3.0,96.0,41.405,2.183
PrivateRoom,CiutatVella,7,8.0,2,1.0,72.0,41.371,2.181
PrivateRoom,Eixample,4,10.0,1,1.0,78.0,41.395,2.158
PrivateRoom,Horta,23,10.0,2,1.0,46.0,41.414,2.176
EntireHome,SantMarti,58,9.0,5,2.0,121.0,41.39,2.196
EntireHome,Eixample,4,7.0,3,1.0,65.0,41.386,2.149
EntireHome,Eixample,36,8.0,4,2.0,84.0,41.407,2.174
PrivateRoom,Eixample,15,9.0,2,1.0,30.0,41.409,2.173
EntireHome,Eixample,21,8.0,9,4.0,239.0,41.38,2.153
EntireHome,Eixample,135,10.0,7,4.0,177.0,41.382,2.152
PrivateRoom,SantMarti,9,9.0,3,2.0,71.0,41.393,2.188
EntireHome,CiutatVella,35,9.0,8,4.0,240.0,41.381,2.178
PrivateRoom,SantMarti,59,10.0,2,1.0,60.0,41.399,2.202
PrivateRoom,SantMarti,15,9.0,2,1.0,38.0,41.399,2.196
EntireHome,Eixample,32,10.0,8,4.0,204.0,41.393,2.145
PrivateRoom,CiutatVella,60,9.0,2,1.0,48.0,41.384,2.168
PrivateRoom,SantsMontjuic,42,9.0,2,1.0,36.0,41.371,2.142
PrivateRoom,SantsMontjuic,26,8.0,2,1.0,37.0,41.375,2.144
EntireHome,Eixample,146,9.0,6,3.0,262.0,41.402,2.171
PrivateRoom,SantsMontjuic,28,9.0,2,1.0,48.0,41.375,2.123
PrivateRoom,SantMarti,9,9.0,2,1.0,48.0,41.413,2.213
PrivateRoom,Eixample,11,9.0,2,1.0,57.0,41.384,2.159
PrivateRoom,Eixample,7,10.0,2,2.0,54.0,41.395,2.17
EntireHome,SantMarti,65,9.0,4,1.0,78.0,41.393,2.189
EntireHome,Eixample,23,10.0,4,2.0,192.0,41.391,2.159
EntireHome,Eixample,19,8.0,8,3.0,215.0,41.402,2.17
EntireHome,Eixample,3,7.0,4,1.0,114.0,41.399,2.174
SharedRoom,Gracia,76,9.0,1,1.0,22.0,41.398,2.157
EntireHome,Eixample,9,10.0,6,2.0,137.0,41.382,2.152
PrivateRoom,SantsMontjuic,3,10.0,2,1.0,121.0,41.373,2.166
EntireHome,SantMarti,6,7.0,2,0.0,82.0,41.393,2.19
PrivateRoom,Eixample,4,10.0,2,1.0,41.0,41.381,2.161
PrivateRoom,Horta,3,9.0,1,1.0,42.0,41.411,2.165
PrivateRoom,Gracia,85,8.0,2,1.0,24.0,41.403,2.17
EntireHome,Sarria,43,10.0,4,1.0,102.0,41.41,2.14
PrivateRoom,Eixample,5,10.0,2,1.0,37.0,41.393,2.172
EntireHome,LesCorts,37,9.0,5,3.0,168.0,41.386,2.131
PrivateRoom,CiutatVella,19,8.0,2,1.0,30.0,41.376,2.17
PrivateRoom,SantMarti,55,8.0,3,1.0,35.0,41.412,2.178
EntireHome,Eixample,13,10.0,9,5.0,153.0,41.388,2.157
PrivateRoom,Eixample,28,10.0,1,1.0,35.0,41.392,2.166
EntireHome,Gracia,18,8.0,6,4.0,165.0,41.404,2.171
PrivateRoom,CiutatVella,69,9.0,2,1.0,36.0,41.387,2.178
PrivateRoom,SantsMontjuic,13,9.0,6,1.0,97.0,41.375,2.144
PrivateRoom,SantsMontjuic,6,9.0,1,1.0,28.0,41.367,2.135
EntireHome,LesCorts,3,9.0,5,3.0,90.0,41.385,2.129
EntireHome,SantsMontjuic,41,9.0,5,2.0,144.0,41.372,2.163
PrivateRoom,Horta,17,9.0,1,1.0,30.0,41.412,2.172
PrivateRoom,Gracia,13,10.0,2,1.0,96.0,41.398,2.157
PrivateRoom,Eixample,20,8.0,2,1.0,73.0,41.382,2.155
EntireHome,Eixample,173,10.0,5,3.0,90.0,41.376,2.166
PrivateRoom,Horta,92,9.0,2,1.0,25.0,41.418,2.157
PrivateRoom,Eixample,48,9.0,2,1.0,59.0,41.383,2.151
EntireHome,SantsMontjuic,5,9.0,6,3.0,216.0,41.373,2.162
PrivateRoom,SantsMontjuic,4,10.0,4,1.0,72.0,41.374,2.163
PrivateRoom,Eixample,19,9.0,2,1.0,54.0,41.404,2.177
PrivateRoom,Sarria,11,10.0,4,2.0,240.0,41.393,2.138
SharedRoom,Eixample,41,9.0,8,1.0,28.0,41.393,2.154
EntireHome,SantMarti,3,9.0,7,2.0,233.0,41.412,2.18
PrivateRoom,SantMarti,73,8.0,2,1.0,23.0,41.411,2.185
PrivateRoom,Gracia,11,10.0,2,1.0,66.0,41.41,2.151
EntireHome,Gracia,3,8.0,7,3.0,150.0,41.405,2.156
EntireHome,SantsMontjuic,22,9.0,4,2.0,108.0,41.373,2.156
EntireHome,Eixample,5,8.0,6,2.0,184.0,41.392,2.156
PrivateRoom,Horta,21,9.0,2,1.0,24.0,41.415,2.162
PrivateRoom,SantsMontjuic,3,10.0,2,1.0,42.0,41.373,2.136
PrivateRoom,Eixample,4,9.0,2,1.0,78.0,41.404,2.18
PrivateRoom,CiutatVella,3,9.0,2,1.0,46.0,41.376,2.167
EntireHome,Eixample,8,9.0,6,2.0,114.0,41.406,2.172
EntireHome,Eixample,83,10.0,5,3.0,193.0,41.401,2.174
PrivateRoom,SantsMontjuic,12,9.0,2,1.0,50.0,41.373,2.165
PrivateRoom,SantAndreu,7,9.0,1,1.0,22.0,41.425,2.179
PrivateRoom,CiutatVella,8,9.0,3,0.0,72.0,41.385,2.184
EntireHome,Eixample,93,9.0,5,2.0,66.0,41.406,2.17
PrivateRoom,CiutatVella,7,10.0,2,1.0,54.0,41.386,2.183
EntireHome,CiutatVella,158,9.0,6,3.0,204.0,41.381,2.18
EntireHome,Eixample,3,10.0,4,1.0,238.0,41.387,2.169
EntireHome,SantMarti,18,9.0,2,1.0,114.0,41.414,2.182
PrivateRoom,SantsMontjuic,27,9.0,2,1.0,20.0,41.373,2.161
EntireHome,Gracia,5,10.0,4,2.0,90.0,41.403,2.153
PrivateRoom,CiutatVella,15,9.0,2,1.0,30.0,41.38,2.164
PrivateRoom,Eixample,28,9.0,3,1.0,54.0,41.403,2.183
PrivateRoom,SantMarti,14,9.0,4,2.0,75.0,41.401,2.197
PrivateRoom,NouBarris,18,9.0,2,1.0,24.0,41.434,2.178
PrivateRoom,CiutatVella,52,9.0,2,1.0,78.0,41.378,2.179
EntireHome,SantsMontjuic,67,10.0,6,1.0,132.0,41.374,2.166
EntireHome,Eixample,7,10.0,6,4.0,186.0,41.382,2.151
EntireHome,Eixample,9,9.0,5,3.0,239.0,41.399,2.175
PrivateRoom,Eixample,12,9.0,2,1.0,41.0,41.376,2.153
EntireHome,Eixample,41,10.0,16,9.0,405.0,41.391,2.166
PrivateRoom,Horta,11,9.0,2,1.0,48.0,41.407,2.169
EntireHome,Gracia,41,8.0,3,0.0,84.0,41.41,2.162
PrivateRoom,SantAndreu,14,10.0,1,1.0,31.0,41.418,2.189
PrivateRoom,CiutatVella,9,10.0,2,1.0,93.0,41.385,2.183
PrivateRoom,Eixample,4,10.0,2,1.0,36.0,41.377,2.153
EntireHome,SantMarti,88,9.0,4,1.0,78.0,41.411,2.202
PrivateRoom,SantMarti,16,9.0,2,1.0,42.0,41.409,2.184
EntireHome,Eixample,29,9.0,5,3.0,156.0,41.382,2.162
EntireHome,SantAndreu,3,8.0,5,2.0,80.0,41.434,2.187
EntireHome,Eixample,56,8.0,7,3.0,216.0,41.387,2.158
PrivateRoom,CiutatVella,6,8.0,2,1.0,30.0,41.376,2.173
PrivateRoom,CiutatVella,8,10.0,2,1.0,80.0,41.382,2.179
PrivateRoom,SantMarti,7,10.0,2,1.0,75.0,41.401,2.211
PrivateRoom,Gracia,16,9.0,2,1.0,54.0,41.409,2.158
PrivateRoom,Eixample,6,10.0,1,1.0,53.0,41.379,2.149
PrivateRoom,SantsMontjuic,47,9.0,1,1.0,34.0,41.372,2.164
PrivateRoom,CiutatVella,97,8.0,1,1.0,22.0,41.386,2.177
PrivateRoom,Horta,7,8.0,1,1.0,65.0,41.431,2.159
PrivateRoom,CiutatVella,16,10.0,1,1.0,28.0,41.374,2.176
EntireHome,SantsMontjuic,13,8.0,16,1.0,72.0,41.38,2.132
PrivateRoom,Gracia,17,9.0,2,1.0,42.0,41.414,2.148
PrivateRoom,LesCorts,13,9.0,2,1.0,27.0,41.378,2.114
PrivateRoom,Sarria,15,10.0,1,1.0,48.0,41.395,2.134
PrivateRoom,Eixample,45,9.0,3,1.0,59.0,41.377,2.152
EntireHome,Eixample,21,9.0,4,2.0,41.0,41.377,2.157
PrivateRoom,SantsMontjuic,27,10.0,2,1.0,38.0,41.373,2.157
EntireHome,Eixample,95,9.0,5,3.0,107.0,41.386,2.153
PrivateRoom,Eixample,81,10.0,2,1.0,46.0,41.403,2.181
PrivateRoom,Sarria,105,10.0,2,1.0,77.0,41.393,2.139
PrivateRoom,CiutatVella,4,10.0,2,1.0,70.0,41.384,2.181
